CowTagID,Predictor_measurement,Predictor_value,Predictor_scaled
1,min_Temperature_C,26.22,-0.04883087744114497
1,max_Temperature_C,28.78988166,0.12406460553836428
1,mean_Temperature_C,27.30240773707563,-0.6002115918690129
1,range_Temperature_C,2.56988166,0.14077713864559158
2,min_Temperature_C,26.29278107,0.40019999547994584
2,max_Temperature_C,28.9660355,1.0197015270514076
2,mean_Temperature_C,27.466262827145812,0.9249559681287188
2,range_Temperature_C,2.67325443,0.5910998526407787
3,min_Temperature_C,26.25,0.1362574454927304
3,max_Temperature_C,28.52497041,-1.2228506613906336
3,mean_Temperature_C,27.293067560868668,-0.6871502017676695
3,range_Temperature_C,2.2749704100000017,-1.1439445002126143
4,min_Temperature_C,26.4,1.0616990601620633
4,max_Temperature_C,28.86497041,0.5058459898684723
4,mean_Temperature_C,27.527400763660808,1.4940295160907229
4,range_Temperature_C,2.464970410000003,-0.3162476545240824
5,min_Temperature_C,26.39129985,1.0080225210696316
5,max_Temperature_C,28.51274742,-1.284997255159387
5,mean_Temperature_C,27.25726585033392,-1.0203934807933
5,range_Temperature_C,2.121447570000001,-1.812735923418641
6,min_Temperature_C,26.3635503,0.8368185986806513
6,max_Temperature_C,29.10532544,1.7279075647928308
6,mean_Temperature_C,27.516367446239016,1.3913311024883963
6,range_Temperature_C,2.7417751400000014,0.8895965659636178
7,min_Temperature_C,26.03,-1.2210569226889638
7,max_Temperature_C,28.74909763,-0.0832977947141259
7,mean_Temperature_C,27.28866769059979,-0.7281043118866478
7,range_Temperature_C,2.7190976300000003,0.7908065475685072
8,min_Temperature_C,26.18,-0.2956153080196308
8,max_Temperature_C,29.1090611,1.746901161652369
8,mean_Temperature_C,27.472256351492096,0.980743853015868
8,range_Temperature_C,2.929061100000002,1.7054702414043967
9,min_Temperature_C,26.47385417,1.5173505423944942
9,max_Temperature_C,28.9309375,0.841249188622306
9,mean_Temperature_C,27.508272831563055,1.3159862126276656
9,range_Temperature_C,2.4570833299999997,-0.35060613472248114
10,min_Temperature_C,26.16,-0.41900752330887375
10,max_Temperature_C,28.83904903,0.37405127574490055
10,mean_Temperature_C,27.421687109812257,0.5100439991953997
10,range_Temperature_C,2.6790490300000016,0.6163428639146104
11,min_Temperature_C,26.18,-0.2956153080196308
11,max_Temperature_C,28.4277037,-1.7173937080259158
11,mean_Temperature_C,27.22227290205791,-1.3461087790875976
11,range_Temperature_C,2.247703699999999,-1.2627264468405417
12,min_Temperature_C,26.29,0.38304187607121626
12,max_Temperature_C,28.58988166,-0.8928157775552241
12,mean_Temperature_C,27.343622133981384,-0.21658688336222123
12,range_Temperature_C,2.2998816600000005,-1.0354236420696812
13,min_Temperature_C,26.19,-0.2339192003749984
13,max_Temperature_C,28.84007452,0.3792652790651936
13,mean_Temperature_C,27.3810142522332,0.13145995322272783
13,range_Temperature_C,2.6500745200000004,0.49012122953370696
14,min_Temperature_C,25.99,-1.4678413532674717
14,max_Temperature_C,28.52736215,-1.2106900939533491
14,mean_Temperature_C,27.18038275417984,-1.7360233957148672
14,range_Temperature_C,2.53736215,-8.875763561803056e-4
15,min_Temperature_C,26.06,-1.0359685997551105
15,max_Temperature_C,28.53497041,-1.172006642235964
15,mean_Temperature_C,27.213956909369184,-1.4235142614109724
15,range_Temperature_C,2.474970410000001,-0.27268466264574753
16,min_Temperature_C,26.60680945,2.337632869074596
16,max_Temperature_C,28.79512555,0.1507266498988813
16,mean_Temperature_C,27.498071845975396,1.2210351659947063
16,range_Temperature_C,2.1883161000000015,-1.5214366004879611
17,min_Temperature_C,26.04,-1.1593608150443533
17,max_Temperature_C,28.84682021,0.4135630782223411
17,mean_Temperature_C,27.332318111333993,-0.3218050284433132
17,range_Temperature_C,2.8068202100000015,1.1729523515772464
18,min_Temperature_C,26.25,0.1362574454927304
18,max_Temperature_C,28.67,-0.4854619361951003
18,mean_Temperature_C,27.36042584227273,-0.0601775172409296
18,range_Temperature_C,2.4200000000000017,-0.5121522150836655
19,min_Temperature_C,26.04,-1.1593608150443533
19,max_Temperature_C,28.90216095,0.6949376426817471
19,mean_Temperature_C,27.39883031049407,0.2972922999314547
19,range_Temperature_C,2.86216095,1.414033172293391
20,min_Temperature_C,26.15,-0.4807036309535062
20,max_Temperature_C,28.7834375,0.09129990609079564
20,mean_Temperature_C,27.353268030662058,-0.12680261911902968
20,range_Temperature_C,2.633437500000003,0.41764539281973423
1,min_NN_umolL,0.5,0.8971852600261299
1,max_NN_umolL,0.84,-0.05523344298865703
1,mean_NN_umolL,0.6375,0.636731363585873
1,range_NN_umolL,0.33999999999999997,-0.3823702353380816
1,min_Phosphate_umolL,0.2,0.04050629495418427
1,max_Phosphate_umolL,0.23,-0.7247454537258202
1,mean_Phosphate_umolL,0.215,-0.4231341823150528
1,range_Phosphate_umolL,0.03,-0.6616254476047678
1,min_Salinity,36.56,-0.6656986060646294
1,max_Salinity,36.86,-1.4236104336041453
1,mean_Salinity,36.7675,-1.160722692320618
1,range_Salinity,0.29999999999999716,-0.1562517846842839
1,min_pH,8.018012833,-0.04649906174521406
1,max_pH,8.07027729,-0.2020952939199156
1,mean_pH,8.04438265975,-0.04938451024318103
1,range_pH,0.05226445699999971,-0.06723424371372196
10,min_NN_umolL,0.45,0.3257296803916525
10,max_NN_umolL,0.65,-0.8325930109771593
10,mean_NN_umolL,0.545,-0.31259276479601883
10,range_NN_umolL,0.2,-0.9642379847655966
10,min_Phosphate_umolL,0.21,0.8506321940378675
10,max_Phosphate_umolL,0.22,-1.127381816906832
10,mean_Phosphate_umolL,0.215,-0.4231341823150528
10,range_Phosphate_umolL,0.01,-1.3768962017720838
10,min_Salinity,36.82,1.109497676774431
10,max_Salinity,36.92,-0.7118052168020305
10,mean_Salinity,36.8925,0.9509620117193164
10,range_Salinity,0.10000000000000142,-1.545156537433303
10,min_pH,8.03632213,0.8262418065977244
10,max_pH,8.073036027,0.03376961956574228
10,mean_pH,8.0466930875,0.27820271059669843
10,range_pH,0.03671389700000027,-0.8203615974972222
11,min_NN_umolL,0.34,-0.931472594804198
11,max_NN_umolL,1.11,1.0494354167844786
11,mean_NN_umolL,0.615,0.4058146837091968
11,range_NN_umolL,0.77,1.4047949950464298
11,min_Phosphate_umolL,0.2,0.04050629495418427
11,max_Phosphate_umolL,0.23,-0.7247454537258202
11,mean_Phosphate_umolL,0.2125,-0.702123753072231
11,range_Phosphate_umolL,0.03,-0.6616254476047678
11,min_Salinity,36.56,-0.6656986060646294
11,max_Salinity,36.89,-1.0677078252030878
11,mean_Salinity,36.795,-0.6961520574317748
11,range_Salinity,0.3299999999999983,0.05208392822808128
11,min_pH,8.03531837,0.7783960387341284
11,max_pH,8.057878901,-1.262125644346848
11,mean_pH,8.0483502515,0.5131660195493903
11,range_pH,0.02256053099999988,-1.5058216119732308
12,min_NN_umolL,0.44,0.21143856446475687
12,max_NN_umolL,0.75,-0.42345639624636866
12,mean_NN_umolL,0.5675,-0.08167608491934257
12,range_NN_umolL,0.31,-0.5070561816439776
12,min_Phosphate_umolL,0.19,-0.7696196041295011
12,max_Phosphate_umolL,0.24,-0.32210909054480946
12,mean_Phosphate_umolL,0.22,0.13484495919930323
12,range_Phosphate_umolL,0.04999999999999999,0.05364530656254828
12,min_Salinity,36.41,-1.6898503077025953
12,max_Salinity,37,0.237268405600733
12,mean_Salinity,36.8125,-0.4005161988662128
12,range_Salinity,0.5900000000000034,1.85766010680188
12,min_pH,8.027667865,0.41372292337843114
12,max_pH,8.063808704,-0.7551427490648961
12,mean_pH,8.04496947375,0.03381773116424654
12,range_pH,0.03614083899999976,-0.8481153025152323
13,min_NN_umolL,0.53,1.2400586078068168
13,max_NN_umolL,0.59,-1.0780749798156342
13,mean_NN_umolL,0.5566666666666666,-0.19285819004515012
13,range_NN_umolL,0.05999999999999994,-1.546105734193112
13,min_Phosphate_umolL,0.21,0.8506321940378675
13,max_Phosphate_umolL,0.24,-0.32210909054480946
13,mean_Phosphate_umolL,0.22333333333333333,0.5068310535422063
13,range_Phosphate_umolL,0.03,-0.6616254476047678
13,min_Salinity,36.73,0.4950066557916512
13,max_Salinity,37,0.237268405600733
13,mean_Salinity,36.876666666666665,0.6834819492075948
13,range_Salinity,0.2700000000000031,-0.36458749759659975
13,min_pH,8.025560651,0.31327931944624304
13,max_pH,8.072474817,-0.01421239107805395
13,mean_pH,8.050940235333332,0.88039048955552
13,range_pH,0.04691416600000053,-0.32635356178337355
14,min_NN_umolL,0.44,0.21143856446475687
14,max_NN_umolL,0.6,-1.037161318342555
14,mean_NN_umolL,0.495,-0.825740942299745
14,range_NN_umolL,0.15999999999999998,-1.1304859131734584
14,min_Phosphate_umolL,0.22,1.6607580931215529
14,max_Phosphate_umolL,0.23,-0.7247454537258202
14,mean_Phosphate_umolL,0.2225,0.4138345299564813
14,range_Phosphate_umolL,0.01,-1.3768962017720838
14,min_Salinity,36.71,0.3584530955732881
14,max_Salinity,36.97,-0.11863420280032436
14,mean_Salinity,36.807500000000005,-0.4849835870277333
14,range_Salinity,0.259999999999998,-0.43403273523408775
14,min_pH,8.028336898,0.4456134127494639
14,max_pH,8.099315001,2.280554263770866
14,mean_pH,8.05383423625,1.2907204457287484
14,range_pH,0.07097810300000162,0.8390841584289106
15,min_NN_umolL,0.39,-0.3600170151697205
15,max_NN_umolL,1.08,0.9266944323652412
15,mean_NN_umolL,0.6000000000000001,0.25187023045808005
15,range_NN_umolL,0.6900000000000001,1.072299138230707
15,min_Phosphate_umolL,0.18,-1.5797455032131866
