CowTagID,minTemp,maxTemp,meanTemp,rangeTemp,cvTemp
1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
2,26.29278107,28.9660355,27.466262827145812,2.67325443,0.01757524727782566
3,26.25,28.52497041,27.293067560868668,2.2749704100000017,0.01561181906257432
4,26.4,28.86497041,27.527400763660808,2.464970410000003,0.01519358960623543
5,26.39129985,28.51274742,27.25726585033392,2.121447570000001,0.01611149050017104
6,26.3635503,29.10532544,27.516367446239016,2.7417751400000014,0.01991357510011173
7,26.03,28.74909763,27.28866769059979,2.7190976300000003,0.01888073151772606
8,26.18,29.1090611,27.472256351492096,2.929061100000002,0.01843671412062074
9,26.47385417,28.9309375,27.508272831563055,2.4570833299999997,0.01862539746636522
10,26.16,28.83904903,27.421687109812257,2.6790490300000016,0.01620294560769198
11,26.18,28.4277037,27.22227290205791,2.247703699999999,0.01610862629376853
12,26.29,28.58988166,27.343622133981384,2.2998816600000005,0.01594192431024571
13,26.19,28.84007452,27.3810142522332,2.6500745200000004,0.01715211690988497
14,25.99,28.52736215,27.18038275417984,2.53736215,0.01929867322998537
15,26.06,28.53497041,27.213956909369184,2.474970410000001,0.01621705117313311
16,26.60680945,28.79512555,27.498071845975396,2.1883161000000015,0.01596556109913666
17,26.04,28.84682021,27.332318111333993,2.8068202100000015,0.01843702538746489
18,26.25,28.67,27.36042584227273,2.4200000000000017,0.01645395328888405
19,26.04,28.90216095,27.39883031049407,2.86216095,0.01705771536452538
20,26.15,28.7834375,27.353268030662058,2.633437500000003,0.0174133474848835
