Site,CowTagID,LoggerID,Date_launched,Date_retrieved,Notes,date_launched,temp,date,time,logging,minTemp,maxTemp,meanTemp,rangeTemp,cvTemp
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.88846154,2021-08-04,00:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.91763314,2021-08-04,00:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.94680473,2021-08-04,01:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.97597633,2021-08-04,01:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.01514793,2021-08-04,01:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.01431953,2021-08-04,02:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.02349112,2021-08-04,02:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.00266272,2021-08-04,02:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.97183432,2021-08-04,03:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.96100592,2021-08-04,03:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.92017751,2021-08-04,03:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.88934911,2021-08-04,04:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.83852071,2021-08-04,04:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.79769231,2021-08-04,04:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.74686391,2021-08-04,05:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.6960355,2021-08-04,05:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.6852071,2021-08-04,05:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.6443787,2021-08-04,06:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.6135503,2021-08-04,06:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.62272189,2021-08-04,06:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.63189349,2021-08-04,07:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.62106509,2021-08-04,07:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.63023669,2021-08-04,07:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.67940828,2021-08-04,08:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.68857988,2021-08-04,08:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.84775148,2021-08-04,08:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.83692308,2021-08-04,09:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.87609467,2021-08-04,09:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.92526627,2021-08-04,09:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.90443787,2021-08-04,10:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.97360947,2021-08-04,10:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.04278107,2021-08-04,10:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.09195266,2021-08-04,11:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.09112426,2021-08-04,11:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.09029586,2021-08-04,11:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.15946746,2021-08-04,12:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.27863905,2021-08-04,12:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.47781065,2021-08-04,12:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.54698225,2021-08-04,13:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.59615385,2021-08-04,13:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.61532544,2021-08-04,13:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.69449704,2021-08-04,14:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.73366864,2021-08-04,14:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.75284024,2021-08-04,14:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.77201183,2021-08-04,15:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.79118343,2021-08-04,15:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.81035503,2021-08-04,15:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.74952663,2021-08-04,16:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.74869822,2021-08-04,16:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.74786982,2021-08-04,16:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.71704142,2021-08-04,17:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.66621302,2021-08-04,17:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.60538462,2021-08-04,17:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.55455621,2021-08-04,18:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.52372781,2021-08-04,18:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.47289941,2021-08-04,18:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.45207101,2021-08-04,19:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.4112426,2021-08-04,19:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.4004142,2021-08-04,19:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.3495858,2021-08-04,20:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.3287574,2021-08-04,20:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.28792899,2021-08-04,20:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.23710059,2021-08-04,21:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.19627219,2021-08-04,21:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.18544379,2021-08-04,21:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.18461538,2021-08-04,22:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.17378698,2021-08-04,22:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.16295858,2021-08-04,22:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.13213018,2021-08-04,23:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.11130178,2021-08-04,23:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.08047337,2021-08-04,23:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.02964497,2021-08-05,00:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.97881657,2021-08-05,00:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.96798817,2021-08-05,00:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.93715976,2021-08-05,01:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.89633136,2021-08-05,01:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.88550296,2021-08-05,01:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.85467456,2021-08-05,02:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.83384615,2021-08-05,02:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.823017750000002,2021-08-05,02:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.80218935,2021-08-05,03:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.79136095,2021-08-05,03:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.77053254,2021-08-05,03:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.74970414,2021-08-05,04:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.73887574,2021-08-05,04:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.71804734,2021-08-05,04:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.69721893,2021-08-05,05:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.67639053,2021-08-05,05:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.63556213,2021-08-05,05:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.61473373,2021-08-05,06:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.61390533,2021-08-05,06:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.60307692,2021-08-05,06:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.61224852,2021-08-05,07:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.60142012,2021-08-05,07:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.61059172,2021-08-05,07:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.61976331,2021-08-05,08:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.71893491,2021-08-05,08:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.68810651,2021-08-05,08:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,26.89727811,2021-08-05,09:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.0964497,2021-08-05,09:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.0056213,2021-08-05,09:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.0447929,2021-08-05,10:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.0739645,2021-08-05,10:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.29313609,2021-08-05,10:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.51230769,2021-08-05,11:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.68147929,2021-08-05,11:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.75065089,2021-08-05,11:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.91982249,2021-08-05,12:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,27.99899408,2021-08-05,12:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,28.06816568,2021-08-05,12:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,28.29733728,2021-08-05,13:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,28.29650888,2021-08-05,13:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,28.42568047,2021-08-05,13:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,28.47485207,2021-08-05,14:00:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,28.56402367,2021-08-05,14:20:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
Varari,V1,340,2021-08-03T18:00:00Z,2021-08-11T16:00:00Z,NA,2021-08-03,28.60319527,2021-08-05,14:40:00,1,26.22,28.78988166,27.30240773707563,2.56988166,0.01956966654541752
