CowTagID,Predictor_measurement,Predictor_scaled
2,range_Salinity,0.6770910669651276
2,cv_Salinity,0.48184041021246504
2,min_Silicate_umolL,0.01660578732093142
2,max_Silicate_umolL,0.5409098924300904
2,mean_Silicate_umolL,0.5493364225498152
2,range_Silicate_umolL,0.534165090082184
2,cv_Silicate_umolL,0.49136595074585
2,del15N,0.40662637045490674
2,N_percent,0.06390025799291943
3,min_Temperature_C,0.1362574454927304
3,max_Temperature_C,-1.2228506613906336
3,mean_Temperature_C,-0.6871502017676695
3,range_Temperature_C,-1.1439445002126145
3,cv_Temperature_C,-1.171883917528625
3,min_Ammonia_umolL,0.41837763681579354
3,max_Ammonia_umolL,-0.46405834864876105
3,mean_Ammonia_umolL,-0.2572209581025373
3,range_Ammonia_umolL,-0.557356734880718
3,cv_Ammonia_umolL,-1.0077579016930536
3,min_NN_umolL,-0.5885992470235117
3,max_NN_umolL,-0.13706076593481528
3,mean_NN_umolL,-0.18430572042008783
3,range_NN_umolL,0.07481156778353751
3,cv_NN_umolL,0.0542461656862089
3,min_pH,-2.196152507539821
3,max_pH,0.185091514468378
3,mean_pH,-1.7106762365194088
3,range_pH,2.3362151656487704
3,cv_pH,2.079480842949304
3,min_Phosphate_umolL,-0.7696196041295011
3,max_Phosphate_umolL,-0.32210909054480946
3,mean_Phosphate_umolL,-0.702123753072231
3,range_Phosphate_umolL,0.05364530656254828
3,cv_Phosphate_umolL,0.05713725484460722
3,min_Salinity,-0.938805726501404
3,max_Salinity,-0.9490736224027635
3,mean_Salinity,-1.7942281035325023
3,range_Salinity,0.3993101164153237
3,cv_Salinity,0.6323529386589178
3,min_Silicate_umolL,1.3450687729954223
3,max_Silicate_umolL,-0.5036057619176704
3,mean_Silicate_umolL,-0.4324881043316082
3,range_Silicate_umolL,-0.6219611423170099
3,cv_Silicate_umolL,-0.47285764453700657
3,del15N,-0.4274790048372092
3,N_percent,0.36343808707531594
4,min_Temperature_C,1.0616990601620633
4,max_Temperature_C,0.5058459898684723
4,mean_Temperature_C,1.4940295160907229
4,range_Temperature_C,-0.3162476545240824
4,cv_Temperature_C,-1.4607757307435008
4,min_Ammonia_umolL,0.6644821290603773
4,max_Ammonia_umolL,0.8743605292507393
4,mean_Ammonia_umolL,0.9585279904783836
4,range_Ammonia_umolL,0.7821156625922907
4,cv_Ammonia_umolL,1.0056446747786243
4,min_NN_umolL,-0.24572589924282492
4,max_NN_umolL,0.844867109419083
4,mean_NN_umolL,0.5854165458355016
4,range_NN_umolL,0.9476131919248106
4,cv_NN_umolL,0.9355392815348053
4,min_pH,0.5681251001441507
4,max_pH,0.11909203268719015
4,mean_pH,0.5317069301292222
4,range_pH,-0.5097741987672187
4,cv_pH,-0.6839328968499134
4,min_Phosphate_umolL,0.8506321940378675
4,max_Phosphate_umolL,-0.32210909054480946
4,mean_Phosphate_umolL,0.9718136714708343
4,range_Phosphate_umolL,-0.6616254476047678
4,cv_Phosphate_umolL,-0.6432719996442179
4,min_Salinity,1.0412208966652492
4,max_Salinity,0.7118052168021147
4,mean_Salinity,1.0776630939617173
4,range_Salinity,-0.6423684481464529
4,cv_Salinity,-0.6669483927885885
4,min_Silicate_umolL,-0.3629550657289236
4,max_Silicate_umolL,-0.6659884476776164
4,mean_Silicate_umolL,-0.8618030115231055
4,range_Silicate_umolL,-0.6263074815365558
4,cv_Silicate_umolL,-0.1920837166535415
4,del15N,-0.6360053486602382
4,N_percent,1.0983492289934065
5,min_Temperature_C,1.0080225210696316
5,max_Temperature_C,-1.284997255159387
5,mean_Temperature_C,-1.0203934807933
5,range_Temperature_C,-1.812735923418641
5,cv_Temperature_C,-0.8267360915418469
5,min_Ammonia_umolL,-2.5348762701192173
5,max_Ammonia_umolL,-0.46405834864876105
5,mean_Ammonia_umolL,-0.9664078447747416
5,range_Ammonia_umolL,-0.012486607095087254
5,cv_Ammonia_umolL,1.038779670041431
5,min_NN_umolL,0.5543119122454431
5,max_NN_umolL,0.803953447946004
5,mean_NN_umolL,0.43147209258438257
5,range_NN_umolL,0.6151173351090878
5,cv_NN_umolL,0.8235167499706049
5,min_pH,0.7074580240937958
5,max_pH,-0.6002156841850566
5,mean_pH,0.5158019349661342
5,range_pH,-1.058800492597469
5,cv_pH,-1.0557005482480726
5,min_Phosphate_umolL,-0.7696196041295011
5,max_Phosphate_umolL,0.08052727263620237
5,mean_Phosphate_umolL,-0.9811133238294059
5,range_Phosphate_umolL,0.41128068364620685
5,cv_Phosphate_umolL,0.505820374256553
5,min_Salinity,-0.32431470551867303
5,max_Salinity,1.1863420280034964
5,mean_Salinity,0.2752229064265519
5,range_Salinity,1.0243172551524193
5,cv_Salinity,0.7483811165500873
5,min_Silicate_umolL,-0.26806485246645984
5,max_Silicate_umolL,0.3960820916171655
5,mean_Silicate_umolL,-0.12263473653252766
5,range_Silicate_umolL,0.4168139311544461
5,cv_Silicate_umolL,1.1048347174115665
5,del15N,-0.21895266101418112
5,N_percent,-0.6191623443532852
6,min_Temperature_C,0.8368185986806513
6,max_Temperature_C,1.7279075647928308
6,mean_Temperature_C,1.3913311024883965
6,range_Temperature_C,0.8895965659636178
6,cv_Temperature_C,1.7995521754022203
6,min_Ammonia_umolL,-1.5504583011408806
6,max_Ammonia_umolL,-0.5298822278897202
6,mean_Ammonia_umolL,-0.5105019890568961
6,range_Ammonia_umolL,-0.2622187489968347
6,cv_Ammonia_umolL,-0.008659886962808139
6,min_NN_umolL,0.3257296803916525
6,max_NN_umolL,0.2720758487959759
6,mean_NN_umolL,0.38015727483401107
6,range_NN_umolL,0.15793553198746857
6,cv_NN_umolL,0.05754680584676421
6,min_pH,0.12401769509529123
6,max_pH,-0.8425337724169576
6,mean_pH,-0.38954371801945825
6,range_pH,-0.6032681298225261
6,cv_pH,-0.3571407520864243
6,min_Phosphate_umolL,-1.5797455032131866
6,max_Phosphate_umolL,0.08052727263620237
6,mean_Phosphate_umolL,-0.702123753072231
6,range_Phosphate_umolL,0.7689160607298654
6,cv_Phosphate_umolL,0.6191121919888569
6,min_Salinity,0.15362275524569488
6,max_Salinity,-0.7118052168020305
6,mean_Salinity,0.06405443602263046
6,range_Salinity,-0.572923210508965
6,cv_Salinity,-0.6039350723216931
6,min_Silicate_umolL,0.6333921735269453
6,max_Silicate_umolL,0.20736707843668786
6,mean_Silicate_umolL,0.7807931551226227
6,range_Silicate_umolL,0.1473408995426042
6,cv_Silicate_umolL,-0.26661115573958877
6,del15N,1.4492580895700506
6,N_percent,0.3004659455077753
7,min_Temperature_C,-1.2210569226889638
7,max_Temperature_C,-0.0832977947141259
7,mean_Temperature_C,-0.7281043118866478
7,range_Temperature_C,0.7908065475685072
7,cv_Temperature_C,1.0861159246543346
7,min_Ammonia_umolL,0.7875343751826696
7,max_Ammonia_umolL,0.06253268527891101
7,mean_Ammonia_umolL,0.3506535161879231
7,range_Ammonia_umolL,-0.08059537306829127
7,cv_Ammonia_umolL,-0.2413504901374773
7,min_NN_umolL,1.3543497237337123
7,max_NN_umolL,0.2720758487959759
7,mean_NN_umolL,1.4321110387166482
7,range_NN_umolL,-0.21612230693021992
7,cv_NN_umolL,-0.44179587427581596
7,min_pH,-0.18020318678900624
7,max_pH,0.6649072605369318
7,mean_pH,-0.5488923426895004
7,range_pH,0.5597362290982523
7,cv_pH,0.589405186108602
7,min_Phosphate_umolL,0.8506321940378675
7,max_Phosphate_umolL,0.08052727263620237
7,mean_Phosphate_umolL,0.9718136714708374
7,range_Phosphate_umolL,-0.30399007052110927
7,cv_Phosphate_umolL,-0.47670053308123916
7,min_Salinity,0.6998369961192443
7,max_Salinity,0
7,mean_Salinity,0.10628813010339075
7,range_Salinity,-0.7118136857838916
7,cv_Salinity,-0.8064075807038135
7,min_Silicate_umolL,0.4436117470020178
7,max_Silicate_umolL,-0.23150504523884188
7,mean_Silicate_umolL,0.6575984426241931
7,range_Silicate_umolL,-0.2699076655337966
7,cv_Silicate_umolL,-0.7084137688317418
7,del15N,1.2407317457470208
7,N_percent,-0.4345279837491785
8,min_Temperature_C,-0.2956153080196308
8,max_Temperature_C,1.746901161652369
8,mean_Temperature_C,0.980743853015868
8,range_Temperature_C,1.7054702414043967
8,cv_Temperature_C,0.7794111026851068
8,min_Ammonia_umolL,-0.5660403321625436
8,max_Ammonia_umolL,-0.28852800400620365
8,mean_Ammonia_umolL,-0.34164796842065726
8,range_Ammonia_umolL,-0.19410998302363083
8,cv_Ammonia_umolL,0.010100972882419214
8,min_NN_umolL,0.44002079631854807
8,max_NN_umolL,1.9904496306652975
8,mean_NN_umolL,1.3551388120910899
8,range_NN_umolL,1.8619767981680493
8,cv_NN_umolL,1.6389659927124665
8,min_pH,-2.5604838537917267
8,max_pH,-1.5254098389562747
8,mean_pH,-2.266221029657552
8,range_pH,1.73745781321201
8,cv_pH,1.9939979239417127
8,min_Phosphate_umolL,-0.7696196041295011
8,max_Phosphate_umolL,0.4831636358172142
8,mean_Phosphate_umolL,-0.702123753072231
8,range_Phosphate_umolL,0.7689160607298654
8,cv_Phosphate_umolL,0.9895915501575927
8,min_Salinity,-1.6898503077025953
8,max_Salinity,0.8304394196024392
8,mean_Salinity,-1.2874237745630188
8,range_Salinity,2.2048862949891226
8,cv_Salinity,1.8995389489255228
8,min_Silicate_umolL,-0.6950708121475462
8,max_Silicate_umolL,1.646867644092425
8,mean_Silicate_umolL,1.2399734471622235
8,range_Silicate_umolL,1.6946376617009238
8,cv_Silicate_umolL,1.4096115588098022
8,del15N,2.074837121039137
8,N_percent,2.0597970643032433
9,min_Temperature_C,1.5173505423944942
9,max_Temperature_C,0.841249188622306
9,mean_Temperature_C,1.3159862126276656
9,range_Temperature_C,-0.35060613472248114
9,cv_Temperature_C,0.9097440408591309
9,min_Ammonia_umolL,-0.812144824407128
9,max_Ammonia_umolL,-0.4859996417290808
9,mean_Ammonia_umolL,-0.7131268138203831
9,range_Ammonia_umolL,-0.3530304369611064
9,cv_Ammonia_umolL,-0.03743505806088033
9,min_NN_umolL,0.7828941440992343
9,max_NN_umolL,-0.7916793495040803
9,mean_NN_umolL,-0.18430572042008783
9,range_NN_umolL,-1.0889239310714927
9,cv_NN_umolL,-1.2741399870697552
9,min_pH,0.8292705386552088
9,max_pH,-0.06218405653316485
9,mean_pH,0.42808698708217696
9,range_pH,-0.8777928275032842
9,cv_pH,-0.8980295096397916
9,min_Phosphate_umolL,1.6607580931215529
9,max_Phosphate_umolL,-0.32210909054480946
9,mean_Phosphate_umolL,0.6928241007136593
9,range_Phosphate_umolL,-1.0192608246884263
9,cv_Phosphate_umolL,-1.0351155660382705
9,min_Salinity,1.1094976767744307
9,max_Salinity,1.8981472448056111
9,mean_Salinity,1.162130482123358
9,range_Salinity,-0.01736130940935734
9,cv_Salinity,0.16548242989355083
9,min_Silicate_umolL,0.2538313204770903
9,max_Silicate_umolL,-0.9468666068299553
9,mean_Silicate_umolL,-1.1641900331101598
9,range_Silicate_umolL,-0.9609756014415853
9,cv_Silicate_umolL,-0.6537996303821019
9,del15N,-1.2615843801293243
9,N_percent,-1.3872319614125177
10,min_Temperature_C,-0.41900752330887375
10,max_Temperature_C,0.37405127574490055
10,mean_Temperature_C,0.5100439991953997
10,range_Temperature_C,0.6163428639146104
10,cv_Temperature_C,-0.7635635162030179
10,min_Ammonia_umolL,0.1722731445712091
10,max_Ammonia_umolL,-0.5298822278897202
10,mean_Ammonia_umolL,-0.6286998035022635
10,range_Ammonia_umolL,-0.580059656871786
10,cv_Ammonia_umolL,-0.7830874257190591
10,min_NN_umolL,0.3257296803916525
10,max_NN_umolL,-0.8325930109771593
10,mean_NN_umolL,-0.31259276479601883
10,range_NN_umolL,-0.9642379847655966
10,cv_NN_umolL,-0.8897364874316379
10,min_pH,0.8262418065977244
10,max_pH,0.03376961956574228
10,mean_pH,0.27820271059669843
10,range_pH,-0.8203615974972222
10,cv_pH,-0.745545694617255
10,min_Phosphate_umolL,0.8506321940378675
10,max_Phosphate_umolL,-1.1273818169068321
10,mean_Phosphate_umolL,-0.42313418231505284
10,range_Phosphate_umolL,-1.3768962017720838
10,cv_Phosphate_umolL,-1.355870310878394
10,min_Salinity,1.1094976767744307
10,max_Salinity,-0.7118052168020305
10,mean_Salinity,0.9509620117193165
10,range_Salinity,-1.545156537433303
10,cv_Salinity,-1.5712097411123758
10,min_Silicate_umolL,-0.1731746392039961
10,max_Silicate_umolL,-0.3807215672885219
10,mean_Silicate_umolL,-0.5407501244059857
10,range_Silicate_umolL,-0.3611807891442593
10,cv_Silicate_umolL,0.020148331026035745
10,del15N,-0.4274790048372092
10,N_percent,-0.5934759479629567
11,min_Temperature_C,-0.2956153080196308
11,max_Temperature_C,-1.7173937080259158
11,mean_Temperature_C,-1.3461087790875976
11,range_Temperature_C,-1.2627264468405415
11,cv_Temperature_C,-0.8287145408559757
11,min_Ammonia_umolL,1.40279560579413
11,max_Ammonia_umolL,0.7646540638491408
11,mean_Ammonia_umolL,0.9585279904783836
11,range_Ammonia_umolL,0.5323835206905434
11,cv_Ammonia_umolL,0.6471897834138062
11,min_NN_umolL,-0.931472594804198
11,max_NN_umolL,1.0494354167844786
11,mean_NN_umolL,0.4058146837091968
11,range_NN_umolL,1.4047949950464298
11,cv_NN_umolL,1.3491829921136833
11,min_pH,0.7783960387341284
11,max_pH,-1.262125644346848
11,mean_pH,0.5131660195493903
11,range_pH,-1.5058216119732308
11,cv_pH,-1.484642258823931
11,min_Phosphate_umolL,0.04050629495418427
11,max_Phosphate_umolL,-0.7247454537258202
11,mean_Phosphate_umolL,-0.702123753072231
11,range_Phosphate_umolL,-0.6616254476047678
11,cv_Phosphate_umolL,-0.7657991774592514
11,min_Salinity,-0.6656986060646294
11,max_Salinity,-1.0677078252030878
11,mean_Salinity,-0.6961520574317748
11,range_Salinity,0.05208392822808128
11,cv_Salinity,0.17984705909419463
11,min_Silicate_umolL,-1.2169669850910962
11,max_Silicate_umolL,1.3528233212298206
11,mean_Silicate_umolL,0.702396519896349
11,range_Silicate_umolL,1.4512426654063568
11,cv_Silicate_umolL,1.6527664876461066
11,del15N,0.6151527142779348
11,N_percent,1.3550854106252526
12,min_Temperature_C,0.38304187607121626
12,max_Temperature_C,-0.8928157775552241
12,mean_Temperature_C,-0.21658688336222123
12,range_Temperature_C,-1.0354236420696812
12,cv_Temperature_C,-0.9438638627330103
12,min_Ammonia_umolL,0.1722731445712091
12,max_Ammonia_umolL,0.19418044376082919
12,mean_Ammonia_umolL,0.28311190793342744
12,range_Ammonia_umolL,0.16913676883345619
12,cv_Ammonia_umolL,0.45811301428804735
12,min_NN_umolL,0.21143856446475687
12,max_NN_umolL,-0.42345639624636866
12,mean_NN_umolL,-0.08167608491934257
12,range_NN_umolL,-0.5070561816439776
12,cv_NN_umolL,-0.6100826119941231
12,min_pH,0.41372292337843114
12,max_pH,-0.7551427490648961
12,mean_pH,0.03381773116424654
12,range_pH,-0.8481153025152323
12,cv_pH,-0.9218636281117276
12,min_Phosphate_umolL,-0.7696196041295011
12,max_Phosphate_umolL,-0.32210909054480946
12,mean_Phosphate_umolL,0.13484495919930325
12,range_Phosphate_umolL,0.05364530656254828
12,cv_Phosphate_umolL,-0.05505913609599494
12,min_Salinity,-1.6898503077025953
12,max_Salinity,0.237268405600733
12,mean_Salinity,-0.40051619886621276
12,range_Salinity,1.85766010680188
12,cv_Salinity,2.018558185040562
12,min_Silicate_umolL,-0.3155099590976917
12,max_Silicate_umolL,-0.15250806297724664
12,mean_Silicate_umolL,-0.38769002705945227
12,range_Silicate_umolL,-0.12213213206923822
12,cv_Silicate_umolL,0.3485521415115594
12,del15N,-0.8445316924832672
12,N_percent,0.554734969890958
13,min_Temperature_C,-0.23391920037499842
13,max_Temperature_C,0.3792652790651936
13,mean_Temperature_C,0.13145995322272783
13,range_Temperature_C,0.49012122953370696
13,cv_Temperature_C,-0.10792385623638799
13,min_Ammonia_umolL,1.2797433596718377
13,max_Ammonia_umolL,-0.3982344694078021
13,mean_Ammonia_umolL,0.007317007560903636
13,range_Ammonia_umolL,-0.6481684228449897
13,cv_Ammonia_umolL,-1.1261267489798334
13,min_NN_umolL,1.2400586078068168
13,max_NN_umolL,-1.0780749798156342
13,mean_NN_umolL,-0.19285819004515012
13,range_NN_umolL,-1.5461057341931121
13,cv_NN_umolL,-1.745394758263631
13,min_pH,0.31327931944624304
13,max_pH,-0.014212391078053953
13,mean_pH,0.88039048955552
13,range_pH,-0.32635356178337355
13,cv_pH,-0.08822539695040824
13,min_Phosphate_umolL,0.8506321940378675
13,max_Phosphate_umolL,-0.32210909054480946
13,mean_Phosphate_umolL,0.5068310535422063
13,range_Phosphate_umolL,-0.6616254476047678
13,cv_Phosphate_umolL,-0.5983689951325663
13,min_Salinity,0.4950066557916512
13,max_Salinity,0.237268405600733
13,mean_Salinity,0.6834819492075948
13,range_Salinity,-0.36458749759659975
13,cv_Salinity,-0.15772302053180748
13,min_Silicate_umolL,0.728282386789409
13,max_Silicate_umolL,-1.1575252261942097
13,mean_Silicate_umolL,-0.9103342619012746
13,range_Silicate_umolL,-1.2130632761752445
13,cv_Silicate_umolL,-1.3093878144653885
13,del15N,-1.2615843801293243
13,N_percent,-0.8588266847455183
14,min_Temperature_C,-1.4678413532674717
14,max_Temperature_C,-1.2106900939533491
14,mean_Temperature_C,-1.7360233957148672
14,range_Temperature_C,-8.875763561803056e-4
14,cv_Temperature_C,1.3748089787726616
14,min_Ammonia_umolL,0.9105866213049617
14,max_Ammonia_umolL,0.040591392198591314
14,mean_Ammonia_umolL,0.2999973099970513
14,range_Ammonia_umolL,-0.1260012170504272
14,cv_Ammonia_umolL,-0.2466737383592251
14,min_NN_umolL,0.21143856446475687
14,max_NN_umolL,-1.037161318342555
14,mean_NN_umolL,-0.825740942299745
14,range_NN_umolL,-1.1304859131734584
14,cv_NN_umolL,-1.1881867661501146
14,min_pH,0.4456134127494639
14,max_pH,2.280554263770866
14,mean_pH,1.2907204457287484
14,range_pH,0.8390841584289106
14,cv_pH,0.8411957077877626
14,min_Phosphate_umolL,1.6607580931215529
14,max_Phosphate_umolL,-0.7247454537258202
14,mean_Phosphate_umolL,0.4138345299564813
14,range_Phosphate_umolL,-1.3768962017720838
14,cv_Phosphate_umolL,-1.435764605834435
14,min_Salinity,0.3584530955732881
14,max_Salinity,-0.11863420280032436
14,mean_Salinity,-0.4849835870277333
14,range_Salinity,-0.43403273523408775
14,cv_Salinity,-0.3474135277246705
14,min_Silicate_umolL,2.531196438776218
14,max_Silicate_umolL,-0.3807215672885219
14,mean_Silicate_umolL,0.7285287316384402
14,range_Silicate_umolL,-0.6089221246583724
14,cv_Silicate_umolL,-1.0453779309365314
14,del15N,0.6151527142779348
14,N_percent,-1.3843780275751134
15,min_Temperature_C,-1.0359685997551105
15,max_Temperature_C,-1.172006642235964
15,mean_Temperature_C,-1.4235142614109724
15,range_Temperature_C,-0.27268466264574753
15,cv_Temperature_C,-0.7538201030719072
15,min_Ammonia_umolL,0.1722731445712091
15,max_Ammonia_umolL,-0.4421170555684415
15,mean_Ammonia_umolL,-0.25722095810253764
15,range_Ammonia_umolL,-0.4892479689075142
15,cv_Ammonia_umolL,-0.8506465993778394
15,min_NN_umolL,-0.3600170151697205
15,max_NN_umolL,0.9266944323652413
15,mean_NN_umolL,0.25187023045808005
15,range_NN_umolL,1.072299138230707
15,cv_NN_umolL,1.302379103684413
15,min_pH,-1.7707034075618182
15,max_pH,-0.6257409408228424
15,mean_pH,-1.4031723141073318
15,range_pH,1.444639657067186
15,cv_pH,1.551157339330992
15,min_Phosphate_umolL,-1.5797455032131866
15,max_Phosphate_umolL,1.2884363621792378
15,mean_Phosphate_umolL,0.6928241007136593
15,range_Phosphate_umolL,1.8418221919808409
15,cv_Phosphate_umolL,1.4958609120896618
15,min_Salinity,-0.2560379254094915
15,max_Salinity,0.11863420280040865
15,mean_Salinity,0.4019239886689528
15,range_Salinity,0.3298648787779344
15,cv_Salinity,0.30341517970473114
15,min_Silicate_umolL,-1.264412091722328
15,max_Silicate_umolL,1.3528233212298206
15,mean_Silicate_umolL,0.7845263282286357
15,range_Silicate_umolL,1.4555890046259026
15,cv_Silicate_umolL,1.538881436198458
15,del15N,0.8236790581009629
15,N_percent,0.9066751914967288
16,min_Temperature_C,2.337632869074596
16,max_Temperature_C,0.15072664989888127
16,mean_Temperature_C,1.2210351659947063
16,range_Temperature_C,-1.5214366004879611
16,cv_Temperature_C,-0.9275367611915287
16,min_Ammonia_umolL,0.6644821290603773
16,max_Ammonia_umolL,0.4135933745640259
16,mean_Ammonia_umolL,0.3506535161879231
16,range_Ammonia_umolL,0.305354300779864
16,cv_Ammonia_umolL,0.7020290850292052
16,min_NN_umolL,-1.160054826657989
16,max_NN_umolL,-1.569038917492583
16,mean_NN_umolL,-1.9290095239327554
16,range_NN_umolL,-1.1720478952754236
16,cv_NN_umolL,-0.8183057699515123
16,min_pH,0.39515585206829545
16,max_pH,1.4242635963643655
16,mean_pH,1.0981227342735704
16,range_pH,0.40529629355639657
16,cv_pH,0.18644544328281032
16,min_Phosphate_umolL,-0.7696196041295011
16,max_Phosphate_umolL,-1.5300181800878438
16,mean_Phosphate_umolL,-1.539092465343765
16,range_Phosphate_umolL,-1.0192608246884263
16,cv_Phosphate_umolL,-0.9560517865662997
16,min_Salinity,1.4508815773203871
16,max_Salinity,2.372684056006993
16,mean_Salinity,2.2602065282240855
16,range_Salinity,-0.08680654704679595
16,cv_Salinity,-0.03584824173499496
16,min_Silicate_umolL,-1.2169669850910962
16,max_Silicate_umolL,-1.385738730505485
16,mean_Silicate_umolL,-1.5972381134076699
16,range_Silicate_umolL,-1.2608730075902486
16,cv_Silicate_umolL,-1.2523065077582685
16,del15N,-1.0530580363062951
16,N_percent,-1.5293200629854007
17,min_Temperature_C,-1.1593608150443533
17,max_Temperature_C,0.4135630782223411
17,mean_Temperature_C,-0.3218050284433132
17,range_Temperature_C,1.1729523515772464
17,cv_Temperature_C,0.779626110120947
17,min_Ammonia_umolL,-0.07383134767337533
17,max_Ammonia_umolL,-0.7492951586929169
17,mean_Ammonia_umolL,-0.7300122158840071
17,range_Ammonia_umolL,-0.7616830328003293
17,cv_Ammonia_umolL,-1.3311208763579254
17,min_NN_umolL,-0.13143478331592995
17,max_NN_umolL,0.5584714791075293
17,mean_NN_umolL,0.2775276393332658
17,range_NN_umolL,0.6151173351090878
17,cv_NN_umolL,0.6254042938981108
17,min_pH,-0.08720428633405403
17,max_pH,0.3824343655464874
17,mean_pH,-0.30806340148238515
17,range_pH,0.30523644238394115
17,cv_pH,0.06333417750564993
17,min_Phosphate_umolL,0.8506321940378675
17,max_Phosphate_umolL,1.6910727253602476
17,mean_Phosphate_umolL,1.5297928129851903
17,range_Phosphate_umolL,1.1265514378135228
17,cv_Phosphate_umolL,1.183464070044387
17,min_Salinity,-0.6656986060646294
17,max_Salinity,-0.7118052168020305
17,mean_Salinity,-0.9073205278358163
17,range_Salinity,0.26041964114044647
17,cv_Salinity,0.18710587965944436
17,min_Silicate_umolL,1.5822943061515817
17,max_Silicate_umolL,1.2562714540212039
17,mean_Silicate_umolL,1.8074157592762028
17,range_Silicate_umolL,1.0991891886231433
17,cv_Silicate_umolL,0.30881281515798803
17,del15N,0.19810002663187684
17,N_percent,0.35391332541047227
18,min_Temperature_C,0.1362574454927304
18,max_Temperature_C,-0.48546193619510036
18,mean_Temperature_C,-0.0601775172409296
18,range_Temperature_C,-0.5121522150836655
18,cv_Temperature_C,-0.5901800707010817
18,min_Ammonia_umolL,-0.5660403321625436
18,max_Ammonia_umolL,-0.42017576248812183
18,mean_Ammonia_umolL,-0.5105019890568961
18,range_Ammonia_umolL,-0.3303275149700386
18,cv_Ammonia_umolL,-0.3784084491168263
18,min_NN_umolL,-1.2743459425848849
18,max_NN_umolL,0.9676080938383205
18,mean_NN_umolL,0.2005554127077063
18,range_NN_umolL,1.446356977148395
18,cv_NN_umolL,1.4862643912210132
18,min_pH,0.4566098455793592
18,max_pH,-0.3862346064515487
18,mean_pH,0.21183980124655707
18,range_pH,-0.6827181702530696
18,cv_pH,-0.8745740764195931
18,min_Phosphate_umolL,0.8506321940378675
18,max_Phosphate_umolL,2.496345451722271
18,mean_Phosphate_umolL,2.3667615252567247
18,range_Phosphate_umolL,1.84182219198084
18,cv_Phosphate_umolL,1.7180405118571416
18,min_Salinity,-1.1436360668289973
18,max_Salinity,-0.8304394196024392
18,mean_Salinity,-0.8228531396741756
18,range_Salinity,0.6770910669651276
18,cv_Salinity,0.8606544783204413
18,min_Silicate_umolL,-0.1731746392039961
18,max_Silicate_umolL,1.3791556486503522
18,mean_Silicate_umolL,0.9711849835292866
18,range_Silicate_umolL,1.3817012378936233
18,cv_Silicate_umolL,1.325161009072413
18,del15N,0.19810002663187684
18,N_percent,1.170397332337939
19,min_Temperature_C,-1.1593608150443533
19,max_Temperature_C,0.6949376426817471
19,mean_Temperature_C,0.2972922999314547
19,range_Temperature_C,1.414033172293391
19,cv_Temperature_C,-0.17313168221773287
