PlateID,CowTagID,SurfaceAreaInitial,NetPhotoInitial,GrossPhotoInitial,RespirationInitial,FragmentID,SurfaceAreaFinal,NetPhotoFinal,GrossPhotoFinal,RespirationFinal,Treatment,pc_change_NP,pc_change_GP,pc_change_R
11,211,14.972696245733776,5.819347908896847e-4,9.70802509709042e-4,3.888677188193573e-4,11s,24.870307167235485,7.707772225391868e-4,0.00111099564389756,3.402184213583749e-4,Space,32.45078909284533,14.440953003977627,-12.510500385243278
11,211,14.972696245733776,5.819347908896847e-4,9.70802509709042e-4,3.888677188193573e-4,11m,13.266211604095558,8.733533314600071e-4,0.00100308267374401,1.2972934228401025e-4,Monoculture,50.07752503073246,3.3251010078911554,-66.63921019778088
11,211,14.972696245733776,5.819347908896847e-4,9.70802509709042e-4,3.888677188193573e-4,11c,39.88737201365185,3.874708121939722e-4,5.456909221775522e-4,1.5822010998358004e-4,Conspecific,-33.41679888195176,-43.7897083371673,-59.31261394904347
14,214,17.971153846153854,7.152355044912674e-4,0.00124365969104394,5.284241865526751e-4,14s,18.726962457337883,0.00114446569738885,0.00186928193833336,7.248162409445049e-4,Space,60.01242810266882,50.30493886669806,37.16560660726925
14,214,17.971153846153854,7.152355044912674e-4,0.00124365969104394,5.284241865526751e-4,14h,13.948805460750847,0.00106298016617287,0.00189886159884564,8.358814326727646e-4,Heterospecific,48.61960284381385,52.68337572730343,58.183795129794106
14,214,17.971153846153854,7.152355044912674e-4,0.00124365969104394,5.284241865526751e-4,14m,13.266211604095572,9.548309031820368e-4,0.00191436124656449,9.595303433824568e-4,Monoculture,33.49881223544527,53.92966905259723,81.58335061122483
1,201,12.68269230769232,6.870284860517915e-4,0.00113198221599932,4.449537299475306e-4,1c,17.971153846153854,6.659806939548191e-4,9.308132367023656e-4,2.6483254274754634e-4,Conspecific,-3.0635981657659674,-17.771390438264202,-40.48088038754599
1,201,12.68269230769232,6.870284860517915e-4,0.00113198221599932,4.449537299475306e-4,1s,13.266211604095572,7.709456154716126e-4,0.0011173453226938,3.4639970722219037e-4,Space,12.21450509309668,-1.2930320899607481,-22.1492744283685
1,201,12.68269230769232,6.870284860517915e-4,0.00113198221599932,4.449537299475306e-4,1h,42.61774744027304,3.805746977340477e-4,5.285106574169669e-4,1.4793595968291929e-4,Heterospecific,-44.605688779932464,-53.3110458850809,-66.75250712015291
1,201,12.68269230769232,6.870284860517915e-4,0.00113198221599932,4.449537299475306e-4,1m,17.020477815699664,9.932350502107514e-4,0.00154393716260352,5.507021123927763e-4,Monoculture,44.569704222697496,36.39235146821844,23.766152596971306
5,205,15.086538461538463,6.565780500840765e-4,0.00106942781913329,4.1284976904921544e-4,5c,22.29807692307697,5.982213678616755e-4,8.722375493974508e-4,2.7401618153577526e-4,Conspecific,-8.888003827561448,-18.438857322381104,-33.62811315921796
5,205,15.086538461538463,6.565780500840765e-4,0.00106942781913329,4.1284976904921544e-4,5s,29.02884615384618,5.374576894025812e-4,8.286776035539678e-4,2.9121991415138654e-4,Space,-18.14260477733632,-22.512058436485834,-29.461044674419938
5,205,15.086538461538463,6.565780500840765e-4,0.00106942781913329,4.1284976904921544e-4,5h,22.13993174061435,6.84415402610371e-4,0.00119675435999961,5.123389573892393e-4,Heterospecific,4.23976289227607,11.906043455042228,24.09815768315564
5,205,15.086538461538463,6.565780500840765e-4,0.00106942781913329,4.1284976904921544e-4,5m,25.18269230769233,5.755400070137889e-4,0.00102173634042943,4.4619633341564773e-4,Monoculture,-12.342484348952956,-4.459532270491269,8.077166772608049
7,207,12.92491467576792,0.00104261911551877,0.00168697709666613,6.443579811473638e-4,7h,19.40955631399319,6.473945193937571e-4,0.00101775504351814,3.703605241243909e-4,Heterospecific,-37.906901019013375,-39.66989560620193,-42.522551910521
7,207,12.92491467576792,0.00104261911551877,0.00168697709666613,6.443579811473638e-4,7c,20.77474402730374,6.768285879596078e-4,0.00103037005197048,3.5354146401087944e-4,Conspecific,-35.08381173091746,-38.922107833785205,-45.13275626983738
7,207,12.92491467576792,0.00104261911551877,0.00168697709666613,6.443579811473638e-4,7m,17.971153846153854,4.257251883461012e-4,6.83571548838659e-4,2.578463604925578e-4,Monoculture,-59.16771695344608,-59.47950033289962,-59.98398901904986
7,207,12.92491467576792,0.00104261911551877,0.00168697709666613,6.443579811473638e-4,7s,23.259615384615408,4.793401286042295e-4,7.453113744607738e-4,2.659712458565443e-4,Space,-54.025384584884875,-55.81970994545882,-58.72306177026818
13,213,15.086538461538463,8.845157257217224e-4,0.00142351788507526,5.390021593535408e-4,13c,21.457337883959045,4.337474148112427e-4,8.613621945397386e-4,4.276147797284958e-4,Conspecific,-50.962159043885215,-39.49059554708727,-20.665479292075357
13,213,15.086538461538463,8.845157257217224e-4,0.00142351788507526,5.390021593535408e-4,13s,17.3617747440273,3.8986468553029824e-4,7.563222623307674e-4,3.664575768004692e-4,Space,-55.923374317377196,-46.869493508978195,-32.01185367420701
13,213,15.086538461538463,8.845157257217224e-4,0.00142351788507526,5.390021593535408e-4,13h,15.99658703071672,3.414362095804667e-4,6.469978926304893e-4,3.0556168305002256e-4,Heterospecific,-61.39851450330392,-54.54936678956561,-43.30974788366304
13,213,15.086538461538463,8.845157257217224e-4,0.00142351788507526,5.390021593535408e-4,13m,15.99658703071672,3.0777626685212276e-4,7.10877360909638e-4,4.031010940575152e-4,Monoculture,-65.2039802230772,-50.06192978937848,-25.213454702856904
3,203,32.39423076923077,5.694707705707115e-4,9.324492321603336e-4,3.629784615896221e-4,3c,30.355769230769223,4.592083052153256e-4,7.966749390226964e-4,3.3746663380737087e-4,Conspecific,-19.362269505927973,-14.56103865548478,-7.028468761073359
3,203,32.39423076923077,5.694707705707115e-4,9.324492321603336e-4,3.629784615896221e-4,3s,17.971153846153854,6.922721433078493e-4,0.00125929911186149,5.670269685536412e-4,Space,21.564122178574475,35.052833808860385,56.215045397022266
19,219,20.092150170648463,8.969672447184029e-4,0.00148697362162228,5.900063769038868e-4,19h,18.726962457337883,7.882208212905439e-4,0.00131212589391718,5.239050726266388e-4,Heterospecific,-12.123789811521965,-11.75863009017888,-11.203489803639192
19,219,20.092150170648463,8.969672447184029e-4,0.00148697362162228,5.900063769038868e-4,19c,20.375000000000043,6.27771428843971e-4,0.00108877583661924,4.610044077752761e-4,Conspecific,-30.011777738767282,-26.77907524469792,-21.86450421189691
19,219,20.092150170648463,8.969672447184029e-4,0.00148697362162228,5.900063769038868e-4,19m,14.605769230769225,4.076116111742752e-4,8.610311139404133e-4,4.53419502766138e-4,Monoculture,-54.556689380308164,-42.09506467229506,-23.150067437321795
19,219,20.092150170648463,8.969672447184029e-4,0.00148697362162228,5.900063769038868e-4,19s,16.67918088737201,3.5791508391131495e-4,8.145072462429743e-4,4.5659216233165937e-4,Space,-60.097195742785445,-45.22382681177953,-22.612334339898307
6,206,18.726962457337883,6.411007084460198e-4,0.00119683359558883,5.557328871428114e-4,6m,22.778846153846143,9.182260793387584e-4,0.00151220392983594,5.939778504971877e-4,Monoculture,43.226495812876244,26.35039118299073,6.881896723982823
6,206,18.726962457337883,6.411007084460198e-4,0.00119683359558883,5.557328871428114e-4,6s,19.808840903124185,6.64213110153147e-4,0.00112853613312162,4.643230229684787e-4,Space,3.605112488980082,-5.706512811717022,-16.448525233821982
6,206,18.726962457337883,6.411007084460198e-4,0.00119683359558883,5.557328871428114e-4,6c,13.540791546337624,8.163081964886708e-4,0.00125048927194876,4.341810754600969e-4,Conspecific,27.329167747660254,4.483135881018775,-21.872344519261524
6,206,18.726962457337883,6.411007084460198e-4,0.00119683359558883,5.557328871428114e-4,6h,18.932692307692296,6.959989071357385e-4,0.00124748801817228,5.514891110365467e-4,Heterospecific,8.563116210366987,4.232369710388065,-0.7636359489328223
20,220,12.6826923076923,0.00114580989117862,0.00180383390682046,6.580240156418391e-4,20h,22.481228668941988,4.560167764570073e-4,9.349581955029144e-4,4.78941419045907e-4,Heterospecific,-60.20135801167395,-48.16827691464539,-27.215206791693497
20,220,12.6826923076923,0.00114580989117862,0.00180383390682046,6.580240156418391e-4,20c,17.971153846153854,3.972333510282623e-4,7.6548327978883e-4,3.6824992876056766e-4,Conspecific,-65.33165282596276,-57.56353858886519,-44.03700776766099
20,220,12.6826923076923,0.00114580989117862,0.00180383390682046,6.580240156418391e-4,20s,18.385665529010247,5.506540968700603e-4,9.56062630033302e-4,4.054085331632418e-4,Space,-51.941931981086476,-46.99830031920664,-38.3900095549241
20,220,12.6826923076923,0.00114580989117862,0.00180383390682046,6.580240156418391e-4,20m,20.433447098976103,4.876471076008943e-4,9.711032696287058e-4,4.834561620278115e-4,Monoculture,-57.440836271776,-46.16448521358446,-26.529100680885243
15,215,13.948805460750847,8.131597211236777e-4,0.00140231577790974,5.891560567860665e-4,15s,18.726962457337883,0.00115479153291257,0.00178059826212261,6.258067292100333e-4,Space,42.012879255357475,26.97555644540557,6.220876795174044
15,215,13.948805460750847,8.131597211236777e-4,0.00140231577790974,5.891560567860665e-4,15c,15.31399317406143,0.00120651188722282,0.00182681627633301,6.203043891101909e-4,Conspecific,48.37329689124078,30.27139144480146,5.286940864877669
15,215,13.948805460750847,8.131597211236777e-4,0.00140231577790974,5.891560567860665e-4,15h,19.894230769230777,0.00108636943275114,0.00153970152527246,4.5333209252131903e-4,Heterospecific,33.5985298496983,9.797062083085454,-23.0539875980716
15,215,13.948805460750847,8.131597211236777e-4,0.00140231577790974,5.891560567860665e-4,15m,20.774744027303772,0.00134461244236443,0.00207691552366683,7.323030813024021e-4,Monoculture,65.35649853713313,48.10612248566674,24.296962216975896
17,217,17.490384615384635,0.00106204310113197,0.00157153268787873,5.094895867467636e-4,17c,19.068259385665552,0.00127138687513311,0.00186351156522152,5.921246900884028e-4,Conspecific,19.711419788708465,18.579243027830746,16.219193775733075
17,217,17.490384615384635,0.00106204310113197,0.00157153268787873,5.094895867467636e-4,17s,27.60068259385668,8.4336576467546e-4,0.00126810054427628,4.247347796008208e-4,Space,-20.590250642693736,-19.308038957307698,-16.63523835435507
17,217,17.490384615384635,0.00106204310113197,0.00157153268787873,5.094895867467636e-4,17h,21.817307692307704,8.829608373507864e-4,0.00134745674659076,4.644959092399805e-4,Heterospecific,-16.862052358356284,-14.258433376300289,-8.831127991070549
12,212,13.607508532423196,5.973919824751872e-4,0.00106713622551746,4.697442430422727e-4,12c,17.35741008138619,5.787340522147716e-4,9.598503127915514e-4,3.811162605767798e-4,Conspecific,-3.1232307777399044,-10.053628595907243,-18.86728443791001
12,212,13.607508532423196,5.973919824751872e-4,0.00106713622551746,4.697442430422727e-4,12m,15.655290102389069,3.837954209862035e-4,5.352797554065524e-4,1.5148433442034885e-4,Monoculture,-35.75484234053233,-49.839604109869626,-67.75174221630287
12,212,13.607508532423196,5.973919824751872e-4,0.00106713622551746,4.697442430422727e-4,12s,16.337883959044373,6.563691037053794e-4,0.00117010214903137,5.137330453259921e-4,Space,9.872432667380474,9.64880781401469,9.364415410144975
12,212,13.607508532423196,5.973919824751872e-4,0.00106713622551746,4.697442430422727e-4,12h,25.18269230769233,3.482908908142298e-4,6.263416024017648e-4,2.7805071158753505e-4,Heterospecific,-41.69809755880075,-41.3063124065488,-40.80806402506288
10,210,12.6826923076923,4.271197163737501e-4,9.135326184778352e-4,4.8641290210408526e-4,10h,20.85576923076922,5.063821505639356e-4,8.926149698370836e-4,3.862328192731481e-4,Heterospecific,18.55742808201976,-2.289753887015602,-20.59568781946086
10,210,12.6826923076923,4.271197163737501e-4,9.135326184778352e-4,4.8641290210408526e-4,10c,18.726962457337883,5.794361865844468e-4,9.215101211111742e-4,3.420739345267274e-4,Conspecific,35.66130627353492,0.8732586523983572,-29.67416508751888
10,210,12.6826923076923,4.271197163737501e-4,9.135326184778352e-4,4.8641290210408526e-4,10s,18.726962457337883,3.9107356621865614e-4,8.851725230119328e-4,4.940989567932767e-4,Space,-8.439355237713226,-3.1044425663921142,1.5801502501154252
4,204,12.6826923076923,0.00108455048682754,0.0017004972668312,6.159467800036577e-4,4c,19.413461538461515,8.136973585896349e-4,0.00131652965472982,5.028322961401948e-4,Conspecific,-24.973768536141446,-22.57972533039623,-18.36432749316284
4,204,12.6826923076923,0.00108455048682754,0.0017004972668312,6.159467800036577e-4,4s,20.77474402730374,0.00124467262115076,0.00183974495885982,5.950723377090519e-4,Space,14.763917057618903,8.188645447699065,-3.38900096116776
4,204,12.6826923076923,0.00108455048682754,0.0017004972668312,6.159467800036577e-4,4h,26.235494880546067,0.00135544932303947,0.00197219770112406,6.167483780845888e-4,Heterospecific,24.97798299868424,15.977704850955837,0.1301408022502043
4,204,12.6826923076923,0.00108455048682754,0.0017004972668312,6.159467800036577e-4,4m,17.490384615384635,9.366135720175184e-4,0.00143499642381094,4.983828517934247e-4,Monoculture,-13.640389876432351,-15.613129653246013,-19.086702297483384
16,216,14.63139931740614,0.00137239957501704,0.00210839287514405,7.359933001270093e-4,16h,16.337883959044373,0.0015053278755323,0.00213092234500804,6.255944694757394e-4,Heterospecific,9.6858307839107,1.0685612785734144,-14.999977667217701
16,216,14.63139931740614,0.00137239957501704,0.00210839287514405,7.359933001270093e-4,16s,26.624999999999993,7.276283134790951e-4,0.00106711807522318,3.394897617440943e-4,Space,-46.98130728654147,-49.38713330881123,-53.87325378023019
16,216,14.63139931740614,0.00137239957501704,0.00210839287514405,7.359933001270093e-4,16m,20.77474402730374,0.00128519248507902,0.00183410339879834,5.489109137193182e-4,Monoculture,-6.354351278266543,-13.009410133155086,-25.419033892755078
16,216,14.63139931740614,0.00137239957501704,0.00210839287514405,7.359933001270093e-4,16c,14.125000000000004,7.512965822952117e-4,0.00108343414489103,3.3213756259582283e-4,Conspecific,-45.25671706901516,-48.61327043627922,-54.87220297542025
9,209,13.266211604095558,0.00105411307147285,0.00167162728983466,6.175142183618065e-4,9s,15.31399317406143,7.23587377716202e-4,9.575282704074156e-4,2.339408926912136e-4,Space,-31.355810178392336,-42.7187940619153,-62.11570750357269
9,209,13.266211604095558,0.00105411307147285,0.00167162728983466,6.175142183618065e-4,9c,15.567307692307686,6.108381276183453e-4,8.003353395476551e-4,1.8949721192930977e-4,Conspecific,-42.051935020134295,-52.122381321806735,-69.3128989916987
9,209,13.266211604095558,0.00105411307147285,0.00167162728983466,6.175142183618065e-4,9m,14.605769230769225,7.27003161533322e-4,9.854202680573162e-4,2.5841710652399415e-4,Monoculture,-31.031766780244606,-41.050240442366565,-58.152039444606686
9,209,13.266211604095558,0.00105411307147285,0.00167162728983466,6.175142183618065e-4,9h,13.266211604095558,2.1032032543320857e-4,6.29296624627531e-4,4.189762991943225e-4,Heterospecific,-80.04765037783467,-62.354250349085014,-32.151149441414
