Predictor_measurement,term,estimate,std.error,statistic,p.value,r.squared,adj.r.squared,sigma,statistic1,p.value1,df,logLik,AIC,BIC,deviance,df.residual,nobs
min_Temperature_C,(Intercept),1.2398088189512142,0.1300781222344572,9.531263195178518,3.131351502600355e-7,0.00730732226102423,-0.06905365294966614,0.5013027203141236,0.09569445964856162,0.7619612909695386,1,-9.852644747643453,25.705289495286905,27.829440098593537,3.2669574261264254,13,15
min_Temperature_C,Predictor_scaled,0.037408563787190215,0.12092821366343308,0.3093452111291876,0.7619612909695386,0.00730732226102423,-0.06905365294966614,0.5013027203141236,0.09569445964856162,0.7619612909695386,1,-9.852644747643453,25.705289495286905,27.829440098593537,3.2669574261264254,13,15
max_Temperature_C,(Intercept),1.2433937726444844,0.13010930643043106,9.556532170965973,3.0375819165572787e-7,2.3217920866140475e-4,-0.07667303777528778,0.5030859968861782,0.003019030668749857,0.9570171786217219,1,-9.905909337797254,25.81181867559451,27.93596927890114,3.290241763418476,13,15
max_Temperature_C,Predictor_scaled,-0.00742473859164093,0.13512863983840376,-0.05494570655428745,0.9570171786217219,2.3217920866140475e-4,-0.07667303777528778,0.5030859968861782,0.003019030668749857,0.9570171786217219,1,-9.905909337797254,25.81181867559451,27.93596927890114,3.290241763418476,13,15
mean_Temperature_C,(Intercept),1.243430820775616,0.12989670549690088,9.572458485525502,2.980024204990554e-7,9.141231599544357e-4,-0.07593863659697209,0.5029143895546092,0.011894474093652152,0.91481896485638,1,-9.900791824855515,25.80158364971103,27.92573425301766,3.2879974818741085,13,15
mean_Temperature_C,Predictor_scaled,-0.01323028859395065,0.12131002583949735,-0.10906179025512168,0.91481896485638,9.141231599544357e-4,-0.07593863659697209,0.5029143895546092,0.011894474093652152,0.91481896485638,1,-9.900791824855515,25.80158364971103,27.92573425301766,3.2879974818741085,13,15
range_Temperature_C,(Intercept),1.2385035455059494,0.13060610598386113,9.482738469049755,3.320190681250795e-7,0.007121000677837885,-0.06925430696232837,0.5013497636419384,0.09323694919027599,0.7649358565411983,1,-9.854052313931936,25.70810462786387,27.8322552311705,3.2675706115497576,13,15
range_Temperature_C,Predictor_scaled,-0.0432311410803153,0.14158024892752313,-0.30534726000125845,0.7649358565411981,0.007121000677837885,-0.06925430696232837,0.5013497636419384,0.09323694919027599,0.7649358565411983,1,-9.854052313931936,25.70810462786387,27.8322552311705,3.2675706115497576,13,15
min_NN_umolL,(Intercept),1.246261803131776,0.1300074795136506,9.586077722558418,2.9317271012945915e-7,0.004549632731537978,-0.07202347244295915,0.5019985441708974,0.05941554441562922,0.8112265204335839,1,-9.873450780476245,25.74690156095249,27.87105216425912,3.2760329985461056,13,15
min_NN_umolL,Predictor_scaled,-0.03002216431640574,0.12316631759774792,-0.2437530398079766,0.8112265204335842,0.004549632731537978,-0.07202347244295915,0.5019985441708974,0.05941554441562922,0.8112265204335839,1,-9.873450780476245,25.74690156095249,27.87105216425912,3.2760329985461056,13,15
