Predictor_measurement,term,estimate,std.error,statistic,p.value,r.squared,adj.r.squared,sigma,statistic1,p.value1,df,logLik,AIC,BIC,deviance,df.residual,nobs
min_Temperature_C,(Intercept),0.1691966881139105,0.01954776986041611,8.655549421856598,9.344904236718908e-7,0.011639462415668003,-0.06438827124466506,0.07533434553612599,0.15309495437111506,0.7019328103309945,1,18.576465311454523,-31.152930622909047,-29.028780019602415,0.07377842702563353,13,15
min_Temperature_C,Predictor_scaled,-0.007110514637803398,0.01817274765131745,-0.39127350328269783,0.7019328103309942,0.011639462415668003,-0.06438827124466506,0.07533434553612599,0.15309495437111506,0.7019328103309945,1,18.576465311454523,-31.152930622909047,-29.028780019602415,0.07377842702563353,13,15
max_Temperature_C,(Intercept),0.16903377413860254,0.019383159245082753,8.72065136551381,8.591678030818437e-7,0.021758191807435264,-0.05349117805353121,0.07494772095207526,0.28914782738561784,0.5998519779793006,1,18.653645266333434,-31.30729053266687,-29.183139929360237,0.07302309138683184,13,15
max_Temperature_C,Predictor_scaled,0.01082489204810561,0.020130919274092825,0.5377246761918387,0.5998519779793006,0.021758191807435264,-0.05349117805353121,0.07494772095207526,0.28914782738561784,0.5998519779793006,1,18.653645266333434,-31.30729053266687,-29.183139929360237,0.07302309138683184,13,15
mean_Temperature_C,(Intercept),0.1682922262202507,0.019511887974688138,8.625112364245242,9.72090478581507e-7,0.006152393029113385,-0.07029742289172392,0.07554317249471983,0.08047623077973254,0.7811207147060377,1,18.534942804721577,-31.069885609443155,-28.945735006136523,0.07418802183737093,13,15
mean_Temperature_C,Predictor_scaled,-0.005169299157363654,0.018222075958987796,-0.2836833283429469,0.7811207147060382,0.006152393029113385,-0.07029742289172392,0.07554317249471983,0.08047623077973254,0.7811207147060377,1,18.534942804721577,-31.069885609443155,-28.945735006136523,0.07418802183737093,13,15
range_Temperature_C,(Intercept),0.17053763947081413,0.01924765700190653,8.860176563512221,7.186615945765336e-7,0.049308160848945695,-0.023821980624212147,0.07388481737415369,0.6742522283652899,0.4263752825848949,1,18.867897135050196,-31.735794270100392,-29.61164366679376,0.07096656109935655,13,15
range_Temperature_C,Predictor_scaled,0.017132796499987665,0.020864936207027306,0.8211286308278931,0.42637528258489465,0.049308160848945695,-0.023821980624212147,0.07388481737415369,0.6742522283652899,0.4263752825848949,1,18.867897135050196,-31.735794270100392,-29.61164366679376,0.07096656109935655,13,15
min_NN_umolL,(Intercept),0.16526077793122734,0.016006439854950007,10.324643045475243,1.2403988582125974e-7,0.33474661995641797,0.28357328302998863,0.06180574790468303,6.541426454907068,0.023846212444282314,1,21.545561989391327,-37.091123978782655,-34.96697337547602,0.049659356162744,13,15
min_NN_umolL,Predictor_scaled,0.03878417851753696,0.015164160263387173,2.557621249307072,0.023846212444282314,0.33474661995641797,0.28357328302998863,0.06180574790468303,6.541426454907068,0.023846212444282314,1,21.545561989391327,-37.091123978782655,-34.96697337547602,0.049659356162744,13,15
max_NN_umolL,(Intercept),0.16931858369812547,0.01985174017622816,8.52915574126238,1.101551688481091e-6,0.004561289793733541,-0.07201091868367149,0.0756036188430159,0.05956847640197663,0.8109888610281961,1,18.522945258961542,-31.045890517923084,-28.921739914616452,0.07430679336808038,13,15
max_NN_umolL,Predictor_scaled,0.005188985944051108,0.02126053790191643,0.24406654093090335,0.8109888610281967,0.004561289793733541,-0.07201091868367149,0.0756036188430159,0.05956847640197663,0.8109888610281961,1,18.522945258961542,-31.045890517923084,-28.921739914616452,0.07430679336808038,13,15
mean_NN_umolL,(Intercept),0.17054660769600474,0.01835497045352623,9.291576258747968,4.1910849878133533e-7,0.12610251435428377,0.058879630843074904,0.07083788175763786,1.8758867184454693,0.19399690132802297,1,19.499598853710054,-32.99919770742011,-30.875047104113477,0.06523407139481809,13,15
mean_NN_umolL,Predictor_scaled,0.023673955913458965,0.017284926225243257,1.3696301392877823,0.19399690132802297,0.12610251435428377,0.058879630843074904,0.07083788175763786,1.8758867184454693,0.19399690132802297,1,19.499598853710054,-32.99919770742011,-30.875047104113477,0.06523407139481809,13,15
range_NN_umolL,(Intercept),0.1654925706435546,0.019749094164049425,8.379755003893374,1.3409896067744686e-6,0.03269680713974742,-0.04171113077257971,0.07452751350063393,0.4394263308072479,0.5189807785865941,1,18.73798202484946,-31.475964049698923,-29.351813446392292,0.07220655349163324,13,15
range_NN_umolL,Predictor_scaled,-0.014559701878377143,0.021963899315940442,-0.662892397608577,0.5189807785865941,0.03269680713974742,-0.04171113077257971,0.07452751350063393,0.4394263308072479,0.5189807785865941,1,18.73798202484946,-31.475964049698923,-29.351813446392292,0.07220655349163324,13,15
min_Phosphate_umolL,(Intercept),0.1694057833219987,0.01918290446906487,8.831081007320313,7.458002277876312e-7,0.042921902842710455,-0.030699489246311717,0.07413256208508366,0.5830085743395031,0.4587692800576946,1,18.817684462082223,-31.635368924164446,-29.511218320857814,0.07144327789688419,13,15
min_Phosphate_umolL,Predictor_scaled,0.014342161054144896,0.01878352616138121,0.763549981559494,0.45876928005769435,0.042921902842710455,-0.030699489246311717,0.07413256208508366,0.5830085743395031,0.4587692800576946,1,18.817684462082223,-31.635368924164446,-29.511218320857814,0.07144327789688419,13,15
max_Phosphate_umolL,(Intercept),0.171265285737132,0.020254038961584075,8.455858412337985,1.2127688748658098e-6,0.017674681241917536,-0.05788880481639658,0.07510398655223822,0.23390505340473025,0.6366878051429651,1,18.62240290476607,-31.24480580953214,-29.120655206225507,0.07332791434850414,13,15
max_Phosphate_umolL,Predictor_scaled,0.013168281374408746,0.027227595843855118,0.48363731597627047,0.6366878051429646,0.017674681241917536,-0.05788880481639658,0.07510398655223822,0.23390505340473025,0.6366878051429651,1,18.62240290476607,-31.24480580953214,-29.120655206225507,0.07332791434850414,13,15
mean_Phosphate_umolL,(Intercept),0.17225450680211452,0.018850327625676382,9.138011297346548,5.06690092251401e-7,0.09854485243505032,0.02920214877620808,0.07194612083128082,1.4211279231320295,0.25452524077797806,1,19.26674475753034,-32.53348951506068,-30.40933891175405,0.0672911759347004,13,15
mean_Phosphate_umolL,Predictor_scaled,0.027670261037061786,0.02321115062287107,1.1921107008713707,0.25452524077797767,0.09854485243505032,0.02920214877620808,0.07194612083128082,1.4211279231320295,0.25452524077797806,1,19.26674475753034,-32.53348951506068,-30.40933891175405,0.0672911759347004,13,15
range_Phosphate_umolL,(Intercept),0.16830236286584854,0.019893242658528088,8.460277982569048,1.2057351742154092e-6,1.0830687960850341e-4,-0.0768064387450369,0.07577253228531244,0.0014081419463708017,0.9706363599988611,1,18.489469672917686,-30.97893934583537,-28.85478874252874,0.07463919643607331,13,15
range_Phosphate_umolL,Predictor_scaled,-8.39925065702243e-4,0.022382949980611654,-0.03752521747266535,0.9706363599988608,1.0830687960850341e-4,-0.0768064387450369,0.07577253228531244,0.0014081419463708017,0.9706363599988611,1,18.489469672917686,-30.97893934583537,-28.85478874252874,0.07463919643607331,13,15
min_Salinity,(Intercept),0.1677385257046024,0.0201662373796274,8.317789905322519,1.4560383116533968e-6,0.001534398921058908,-0.0752706473157827,0.07571847784969232,0.01997783994982991,0.8897657995454291,1,18.50017415720345,-31.0003483144069,-28.876197711100268,0.07453274254236651,13,15
min_Salinity,Predictor_scaled,0.003150125001594435,0.022287098004420216,0.14134298691420785,0.889765799545429,0.001534398921058908,-0.0752706473157827,0.07571847784969232,0.01997783994982991,0.8897657995454291,1,18.50017415720345,-31.0003483144069,-28.876197711100268,0.07453274254236651,13,15
max_Salinity,(Intercept),0.16934038613246494,0.019737109403001746,8.579796700458608,1.0310849278244297e-6,0.006691133820460231,-0.06971724050104267,0.07552269465429595,0.08757068685044897,0.7719626767216482,1,18.53900947595627,-31.07801895191254,-28.95386834860591,0.0741478063019983,13,15
max_Salinity,Predictor_scaled,-0.005707771024631158,0.019287998536663933,-0.295923447618551,0.7719626767216479,0.006691133820460231,-0.06971724050104267,0.07552269465429595,0.08757068685044897,0.7719626767216482,1,18.53900947595627,-31.07801895191254,-28.95386834860591,0.0741478063019983,13,15
mean_Salinity,(Intercept),0.17017947913299764,0.020384414279363734,8.348509640783728,1.3977426033139373e-6,0.0065805142910625464,-0.06983636922500946,0.0755268998177883,0.08611335595331526,0.7738099160114662,1,18.538174287320086,-31.07634857464017,-28.95219797133354,0.07415606374912101,13,15
