"","fragment.ID.full","Intercept","umol.L.sec","Temp.C","Light_Dark"
"1","PI_Ch1_0_N",195.93975,-0.00225000000000051,28.3141666666667,NA
"2","PI_Ch1_144_N",203.774164761905,0.000454285714284776,28.27,NA
"3","PI_Ch1_219_N",204.36615,0.000649999999999605,28.504,NA
"4","PI_Ch1_300_N",206.01232,0.00128000000000066,28.415,NA
"5","PI_Ch1_435_N",204.57653,0.00137000000000029,28.4353333333333,NA
"6","PI_Ch1_57_N",201.48904,0.000459999999999923,28.1993333333333,NA
"7","PI_Ch1_573_N",206.42304,0.00395999999999913,28.461,NA
"8","PI_Ch1_809_N",207.747665,0.00533500000000032,28.699,NA
"9","PI_Ch2_0_T",185.995675,-0.00517500000000013,28.2413333333333,NA
"10","PI_Ch2_144_T",194.87204,-0.00123999999999995,28.269,NA
"11","PI_Ch2_219_T",197.409225,0.000775000000000432,28.491,NA
"12","PI_Ch2_300_T",198.992685,0.00201500000000038,28.365,NA
"13","PI_Ch2_435_T",200.324495,0.0039050000000006,28.43,NA
"14","PI_Ch2_57_T",191.420157142857,-0.00272857142857195,28.19,NA
"15","PI_Ch2_573_T",201.51376,0.00573999999999955,28.493,NA
"16","PI_Ch2_809_T",204.504835,0.00596499999999963,28.744,NA
"17","PI_Ch3_0_U",160.968965,-0.00276499999999999,28.278,NA
"18","PI_Ch3_144_U",171.713385,0.000615000000000236,28.334,NA
"19","PI_Ch3_219_U",174.733285,0.0025150000000005,28.58,NA
"20","PI_Ch3_300_U",176.80106,0.00563999999999993,28.425,NA
"21","PI_Ch3_435_U",177.859915,0.00558499999999952,28.505,NA
"22","PI_Ch3_57_U",167.767797142857,-0.00136857142857246,28.28,NA
"23","PI_Ch3_573_U",179.883625,0.00767500000000007,28.583,NA
"24","PI_Ch3_809_U",181.181905,0.00769500000000022,28.838,NA
"25","PI_Ch4_0_D",187.719565,-0.00296499999999974,28.1578333333333,NA
"26","PI_Ch4_144_D",196.207195,0.000305000000000746,28.2148333333333,NA
"27","PI_Ch4_219_D",198.545685,0.000715000000000185,28.477,NA
"28","PI_Ch4_300_D",199.662775,0.0039250000000006,28.3298333333333,NA
"29","PI_Ch4_435_D",200.594405,0.00559499999999986,28.409,NA
"30","PI_Ch4_57_D",193.708872380952,-6.28571428572409e-05,28.147,NA
"31","PI_Ch4_573_D",201.277266190476,0.00363857142857074,28.486,NA
"32","PI_Ch4_809_D",202.549715,0.00328499999999906,28.761,NA
"33","PI_Ch5_0_E",187.338535,-0.00383500000000048,28.0418333333333,NA
"34","PI_Ch5_144_E",195.705575,-0.000574999999998909,28.051,NA
"35","PI_Ch5_219_E",198.14943,0.0026700000000011,28.334,NA
"36","PI_Ch5_300_E",199.656215,0.000585000000000377,28.204,NA
"37","PI_Ch5_435_E",199.877317619048,0.00287285714285608,28.2818333333333,NA
"38","PI_Ch5_57_E",192.607846666667,-0.00118000000000062,28.054,NA
"39","PI_Ch5_573_E",200.144785,0.00551500000000061,28.362,NA
"40","PI_Ch5_809_E",202.228665,0.00703499999999934,28.6091666666667,NA
"41","PI_Ch7_0_BLANK2",175.5428,0.00119999999999948,28.177,NA
"42","PI_Ch7_144_BLANK2",175.821315,0.000484999999999616,28.2165,NA
"43","PI_Ch7_219_BLANK2",175.648765,0.000534999999999286,28.505,NA
"44","PI_Ch7_300_BLANK2",175.48126,-6.00000000000023e-05,28.378,NA
"45","PI_Ch7_435_BLANK2",174.499255,-0.000355000000000132,28.47,NA
"46","PI_Ch7_57_BLANK2",175.368006666667,0.000659999999998912,28.2111666666667,NA
"47","PI_Ch7_573_BLANK2",174.034803333333,-0.000470000000000313,28.57,NA
"48","PI_Ch7_809_BLANK2",174.426333333333,-6.64314517337984e-16,28.7688333333333,NA
"49","PI_Ch8_0_BLANK1",203.002445238095,-6.428571428679e-05,28.143,NA
"50","PI_Ch8_144_BLANK1",203.11814,-0.000740000000000912,28.129,NA
"51","PI_Ch8_219_BLANK1",202.58657,-0.00096999999999966,28.457,NA
"52","PI_Ch8_300_BLANK1",202.045482380952,0.000327142857142324,28.3563333333333,NA
"53","PI_Ch8_435_BLANK1",201.165435,-0.000934999999999775,28.427,NA
"54","PI_Ch8_57_BLANK1",202.735785,1.49999999993612e-05,28.1501666666667,NA
"55","PI_Ch8_573_BLANK1",200.63708,-0.00218000000000018,28.5271666666667,NA
"56","PI_Ch8_809_BLANK1",200.75651,-0.0011100000000003,28.772,NA
"57","PI_Ch9_0_R",185.111365,-0.00186499999999995,27.999,NA
"58","PI_Ch9_144_R",190.09503,0.000869999999999607,28.037,NA
"59","PI_Ch9_219_R",192.10231,0.0018899999999998,28.341,NA
"60","PI_Ch9_300_R",192.48678,0.00202000000000032,28.268,NA
"61","PI_Ch9_435_R",192.458515714286,0.00162714285714221,28.331,NA
"62","PI_Ch9_57_R",187.819708095238,-0.000755714285714747,28.073,NA
"63","PI_Ch9_573_R",192.426175,0.00182500000000033,28.458,NA
"64","PI_Ch9_809_R",190.62103,0.00046999999999997,28.639,NA
